DISTRITO	ESTADO	LONGITUDE	LATITUDE
BUGRE	PARANÁ	-49.6239737191126	-25.496007203185
SÃO CAETANO	PARANÁ	-49.5787492934994	-25.4661994770243
JARDIM SERRINHA	PARANÁ	-49.6044804938169	-25.4529100841838
SÃO LUIZ DO PURUNÃ	PARANÁ	-49.7194663986868	-25.4692086550403
BANDEIRANTES	PARANÁ	-50.3718730229324	-23.0924805
NOSSA SENHORA DA CANDELÁRIA	PARANÁ	-50.2514749236765	-23.1608607803025
BARBOSA FERRAZ	PARANÁ	-52.0071166854286	-24.0277154652953
BOURBONIA	PARANÁ	-52.2211202152676	-24.1828211400773
PARAÍSO DO SUL	PARANÁ	-52.0925092252152	-24.2106729122845
OURILÂNDIA	PARANÁ	-52.1331073967466	-24.031233267936
POCINHO	PARANÁ	-51.9446512808211	-24.0914978754415
TEREZA BREDA	PARANÁ	-51.9914445864202	-24.1345608846792
BARRACÃO	PARANÁ	-53.6350002652568	-26.2526028442091
SIQUEIRA BELO	PARANÁ	-53.4537935936286	-26.2361999474033
BARRA DO JACARÉ	PARANÁ	-50.1877367616339	-23.1205927280976
BELA VISTA DA CAROBA	PARANÁ	-53.6660426284896	-25.8794933222508
BELA VISTA DO PARAÍSO	PARANÁ	-51.1941450328947	-22.9920875312333
SANTA MARGARIDA	PARANÁ	-51.2028122730095	-22.9757159811749
BITURUNA	PARANÁ	-51.5565252574649	-26.1607944758407
SANTO ANTÔNIO DO IRATIM	PARANÁ	-51.4109425036984	-26.1578798086904
BOA ESPERANÇA	PARANÁ	-52.7927774592961	-24.2394931592462
ALTO PALMITAL	PARANÁ	-52.7090504620294	-24.2141712801161
PARANAGUAÇU	PARANÁ	-52.80971260992	-24.3346499045983
BOA ESPERANÇA DO IGUAÇU	PARANÁ	-53.2171600749416	-25.6358731593967
BOA VENTURA DE SÃO ROQUE	PARANÁ	-51.5393738370315	-24.8785175861527
BOA VISTA DA APARECIDA	PARANÁ	-53.411736489037	-25.4304049443238
SERRA PRAIA	PARANÁ	-53.3791388012445	-25.5057629983374
BOCAIÚVA DO SUL	PARANÁ	-49.1057874827993	-25.2149015836903
BOM JESUS DO SUL	PARANÁ	-53.5995999694702	-26.1928749692651
BOM SUCESSO	PARANÁ	-51.7644654446774	-23.70743701803
SEM DENOMINAÇÃO	PARANÁ	-51.7557680883512	-23.6999788285061
PATRIMÔNIO COLUMBIA	PARANÁ	-51.859462062891	-23.7092804205189
BOM SUCESSO DO SUL	PARANÁ	-52.8319762720658	-26.0745371402892
BORRAZÓPOLIS	PARANÁ	-51.5844090969291	-23.9378541947059
SEM DENOMINAÇÃO	PARANÁ	-51.6149636661784	-23.9176549076719
BRAGANEY	PARANÁ	-53.1210736649672	-24.8148946326325
SAMÁLIA	PARANÁ	-53.009813089243	-24.7066114486834
LONGUINÓPOLIS	PARANÁ	-53.0424151331035	-24.754209064354
BRASILÂNDIA DO SUL	PARANÁ	-53.5240418135567	-24.1938462811774
ERCILÂNDIA	PARANÁ	-53.6460252516716	-24.1925507387296
CAFEARA	PARANÁ	-51.7150055085076	-22.788235240971
VILA RURAL	PARANÁ	-51.7128547771429	-22.7613442061711
CAFELÂNDIA	PARANÁ	-53.3249164784302	-24.6156669761343
CENTRAL SANTA CRUZ	PARANÁ	-53.3776767711357	-24.7005732151935
CAFEZAL DO SUL	PARANÁ	-53.5110648541672	-23.9047044712396
GUAIPORÃ	PARANÁ	-53.5874747298215	-23.9437364165225
JANGADA	PARANÁ	-53.5292141656923	-24.0132348291504
CALIFÓRNIA	PARANÁ	-51.3580855530853	-23.6661438837704
FIGUEIRINHA	PARANÁ	-51.2547782824662	-23.6505729204399
CAMBARÁ	PARANÁ	-50.0775707225535	-23.04126648
CAMBÉ	PARANÁ	-51.2777284423314	-23.281632
WARTA	PARANÁ	-51.2036155199318	-23.1958050525182
PRATA	PARANÁ	-51.261829894036	-23.063656013268
CAMBIRA	PARANÁ	-51.5816306133721	-23.6006118802114
SETE DE MAIO	PARANÁ	-51.5075996801843	-23.6876554223889
CAMPINA DA LAGOA	PARANÁ	-52.8135641546009	-24.5949565820335
BELA VISTA DO PIQUIRI	PARANÁ	-52.8827129983325	-24.683188435819
HERVEIRA	PARANÁ	-52.7409041666194	-24.5377116171528
SALLES DE OLIVEIRA	PARANÁ	-52.7740594189617	-24.7182817733816
CAMPINA DO SIMÃO	PARANÁ	-51.8147865320916	-25.1025784698031
CAMPINA GRANDE DO SUL	PARANÁ	-49.0534658723572	-25.303247505
RIBEIRÃO GRANDE	PARANÁ	-48.8108366730881	-25.1060831512965
CAMPO BONITO	PARANÁ	-52.9968696036502	-25.0396344827897
CAMPO DO TENENTE	PARANÁ	-49.6903769402356	-25.9810056577243
CAMPO LARGO	PARANÁ	-49.5288414503356	-25.4594905
COLONIA REBOUÇAS	PARANÁ	-49.436952645379	-25.4596430030451
CERCADINHO	PARANÁ	-49.446667341874	-25.4333961071847
BATEIAS	PARANÁ	-49.5147192353026	-25.3586452114097
FERRARIA	PARANÁ	-49.3905634432158	-25.457888
SÃO SILVESTRE	PARANÁ	-49.6480227434253	-25.0874404737781
TRÊS CÓRREGOS	PARANÁ	-49.6325224771672	-25.2328750226392
CAMPO MAGRO	PARANÁ	-49.4276649679895	-25.3679565
PASSAÚNA	PARANÁ	-49.3920151336218	-25.3762578875707
CAMPO MOURÃO	PARANÁ	-52.3811150855647	-24.0412231967198
PIQUIRIVAÍ	PARANÁ	-52.4826815971723	-24.1606523294634
CÂNDIDO DE ABREU	PARANÁ	-51.3325805083905	-24.5646691198961
TRÊS BICOS	PARANÁ	-51.3427162417763	-24.5577487159525
TEREZA CRISTINA	PARANÁ	-51.1381116649386	-24.8317375064197
TRÊS BICOS	PARANÁ	-51.1945127458738	-24.6893871994085
CANDÓI	PARANÁ	-52.0554464047832	-25.5679318458436
PAZ	PARANÁ	-52.1243681155421	-25.6649514572662
LAGOA SECA	PARANÁ	-51.9238382964874	-25.448254002334
SÃO PEDRO	PARANÁ	-52.1557429075133	-25.5946899321528
RIO NOVO	PARANÁ	-52.2440963205455	-25.626539568937
CACHOEIRA	PARANÁ	-52.2240249747331	-25.7083685664481
CANTAGALO	PARANÁ	-52.1266876349423	-25.3743173860408
CAPANEMA	PARANÁ	-53.8001786950115	-25.682977417434
CRISTO REI	PARANÁ	-53.7603183366903	-25.6009822227984
CASTELO BRANCO	PARANÁ	-53.6468167248508	-25.5834462719508
PINHEIRO	PARANÁ	-53.6789714521391	-25.6153853401979
SÃO LUIZ	PARANÁ	-53.8770888451438	-25.6130531845021
CAPITÃO LEÔNIDAS MARQUES	PARANÁ	-53.6172110107619	-25.4794684845174
BOM JESUS	PARANÁ	-53.6337375431386	-25.4392194295123
ALTO ALEGRE DO IGUAÇU	PARANÁ	-53.482802473241	-25.4805150223346
CARAMBEÍ	PARANÁ	-50.1130915115041	-24.950872979957
CARLÓPOLIS	PARANÁ	-49.7187235298862	-23.4277239250352
LOTEAMENTO ILHA BELA	PARANÁ	-49.7120058685049	-23.3813164109278
ÁGUAS BRANCAS	PARANÁ	-49.7169318441297	-23.3774827642594
LAGOA AZUL II	PARANÁ	-49.7041379216359	-23.3787929467854
NOVA BRASÍLIA DO ITARARÉ	PARANÁ	-49.7385314322163	-23.5447190866207
CASCAVEL	PARANÁ	-53.4597221819856	-24.9537975
SÃO JOÃO D'OESTE	PARANÁ	-53.2418751977282	-24.9631476636319
SEM DENOMINAÇÃO	PARANÁ	-53.381789572088	-24.9761285
JUVINÓPOLIS	PARANÁ	-53.3416774229711	-25.2541422268433
RIO DO SALTO	PARANÁ	-53.3333871401991	-25.1379065725854
SEDE ALVORADA	PARANÁ	-53.6445428223935	-24.8265418011752
ESPIGÃO AZUL	PARANÁ	-53.4793127163642	-24.918586
CASTRO	PARANÁ	-50.0028111277611	-24.7954175
VILA TRONCO	PARANÁ	-50.0447164374956	-24.8620160549071
ABAPÃ	PARANÁ	-49.8261982268839	-24.9413064986667
SOCAVÃO	PARANÁ	-49.6998766586691	-24.772632
CATANDUVAS	PARANÁ	-53.1537063668495	-25.1964932494608
IBIRACEMA	PARANÁ	-53.2933307740021	-25.3560088218622
CENTENÁRIO DO SUL	PARANÁ	-51.5935295600151	-22.8149823509494
VILA PROGRESSO	PARANÁ	-51.5153783682949	-22.7736000633781
CERRO AZUL	PARANÁ	-49.2603168259064	-24.818947302786
SÃO SEBASTIÃO	PARANÁ	-49.4642879723528	-24.8537879739286
CÉU AZUL	PARANÁ	-53.8572693830674	-25.1497612093124
JARDIM MARIA LUIZA (BOA VISTA)	PARANÁ	-53.8260967140008	-25.1271187605007
CHOPINZINHO	PARANÁ	-52.5339602074992	-25.8546838487659
SÃO FRANCISCO	PARANÁ	-52.6402850809353	-25.8194901178674
SÃO LUIZ	PARANÁ	-52.5018170708878	-25.7266685293378
CIANORTE	PARANÁ	-52.6091508905561	-23.6538131528275
SÃO LOURENÇO	PARANÁ	-52.6131355065808	-23.8724491953951
VIDIGAL	PARANÁ	-52.5180339765652	-23.6048077109203
CIDADE GAÚCHA	PARANÁ	-52.940525149061	-23.3741973865545
CLEVELÂNDIA	PARANÁ	-52.352986201218	-26.4052052933615
CORONEL FIRMINO MARTINS	PARANÁ	-52.2196970405759	-26.4600668355191
SÃO FRANCISCO DE SALES	PARANÁ	-52.4811258468605	-26.3751764210707
COLOMBO	PARANÁ	-49.2274379772727	-25.2943402945361
ANA ROSA I	PARANÁ	-49.232616947117	-25.326537
ANA ROSA II	PARANÁ	-49.2396572908337	-25.324739
SÃO DIMAS	PARANÁ	-49.1540461178558	-25.3293202763129
COLORADO	PARANÁ	-51.9744162121383	-22.83789753
ALTO ALEGRE	PARANÁ	-51.8842359509645	-22.8967759689172
VILA RURAL	PARANÁ	-51.8879633577257	-22.8562570253295
CONGONHINHAS	PARANÁ	-50.5544280470447	-23.5469021022166
SANTA MARIA DO RIO DO PEIXE	PARANÁ	-50.4773857654616	-23.6333862272928
SÃO FRANCISCO DE IMBAÚ	PARANÁ	-50.4121302634057	-23.5628562680478
CONSELHEIRO MAIRINCK	PARANÁ	-50.1717730024103	-23.6215617142487
CONTENDA	PARANÁ	-49.5316118696956	-25.6807663095901
CATANDUVAS DO SUL	PARANÁ	-49.4685270481538	-25.7097845279802
CORBÉLIA	PARANÁ	-53.2965277769968	-24.7996495159732
OURO VERDE DO PIQUIRI	PARANÁ	-53.2100900448011	-24.6383325080172
NOSSA SENHORA DA PENHA	PARANÁ	-53.2511717888721	-24.7209973369745
CORNÉLIO PROCÓPIO	PARANÁ	-50.6514844783365	-23.1832575
CONGONHAS	PARANÁ	-50.7208773531971	-23.2053559496497
CORONEL DOMINGOS SOARES	PARANÁ	-52.0345386761735	-26.2265477684456
CORONEL VIVIDA	PARANÁ	-52.567086635376	-25.9781534980571
VISTA ALEGRE	PARANÁ	-52.7108931362067	-25.9313541235314
CORUMBATAÍ DO SUL	PARANÁ	-52.1241853003798	-24.097412385249
CRUZEIRO DO IGUAÇU	PARANÁ	-53.1268226637842	-25.6165692702865
FOZ DO CHOPIM	PARANÁ	-53.1078263225563	-25.5599219383787
SEDE URBANA MUNICIPAL 2	PARANÁ	-53.1052524194737	-25.6321510178021
CRUZEIRO DO OESTE	PARANÁ	-53.0818216076221	-23.7769048606571
CAFEEIROS	PARANÁ	-53.1331716956006	-23.7708843282311
SÃO SILVESTRE	PARANÁ	-53.0839705711699	-23.5324874556744
CRUZEIRO DO SUL	PARANÁ	-52.163977669531	-22.9651754195403
VILA RURAL	PARANÁ	-52.1645435765242	-22.9482302387962
CRUZ MACHADO	PARANÁ	-51.3477095246118	-26.0172688782083
NOVA CONCÓRDIA	PARANÁ	-51.2592363912854	-26.0802717928142
PINARÉ	PARANÁ	-51.1234423954506	-25.9595379557698
SANTANA	PARANÁ	-51.260303203821	-25.9422899588687
CRUZMALTINA	PARANÁ	-51.4442466489686	-23.9933276018928
SÃO DOMINGOS	PARANÁ	-51.5040508694087	-23.9945990715588
VILA DINIZ	PARANÁ	-51.5512209269129	-24.0413520488666
CURITIBA	PARANÁ	-49.2718478850774	-25.432956
CURIÚVA	PARANÁ	-50.4594055244877	-24.0358255892878
TABOÃO	PARANÁ	-50.447441159666	-23.9612987786558
ALECRIM	PARANÁ	-50.4014296679095	-24.0414146063843
DIAMANTE DO NORTE	PARANÁ	-52.8641112387079	-22.6572061502022
DIAMANTE DO SUL	PARANÁ	-52.6881907613318	-25.0351919283102
DIAMANTE D'OESTE	PARANÁ	-54.1036264276883	-24.9421618556159
DOIS VIZINHOS	PARANÁ	-53.0548359924348	-25.74601002
DOURADINA	PARANÁ	-53.2964486552293	-23.3819072161657
VILA FORMOSA	PARANÁ	-53.3036271276058	-23.4771523146341
JARDIM DO IVAÍ	PARANÁ	-53.3322004824474	-23.32988144802
DOUTOR CAMARGO	PARANÁ	-52.2227214970694	-23.5559013269844
VILA RURAL	PARANÁ	-52.1996999458571	-23.5250037647883
ENÉAS MARQUES	PARANÁ	-53.166185268213	-25.9407559827093
PINHALZINHO	PARANÁ	-53.0787993228281	-25.8886341962374
VISTA ALEGRE	PARANÁ	-53.0964938596373	-25.9480125121704
ENGENHEIRO BELTRÃO	PARANÁ	-52.2600351547591	-23.80114407037
FIGUEIRA DO OESTE	PARANÁ	-52.3518396812722	-23.7792751337544
IVAILÂNDIA	PARANÁ	-52.182223303087	-23.7259006729074
SERTÃOZINHO	PARANÁ	-52.306472274156	-23.8386047607185
SUSSUÍ	PARANÁ	-52.2018714699848	-23.7383646473923
TRIÂNGULO	PARANÁ	-52.230895657817	-23.6611477573305
ESPERANÇA NOVA	PARANÁ	-53.8104950389931	-23.7246547648773
ENTRE RIOS DO OESTE	PARANÁ	-54.2448936714884	-24.7081421701975
VISTA ALEGRE	PARANÁ	-54.1966995324657	-24.7206223303225
ESPIGÃO ALTO DO IGUAÇU	PARANÁ	-52.8382134986902	-25.4266700616993
FAROL	PARANÁ	-52.6262151802103	-24.0990946186794
MARTINÓPOLIS D'OESTE	PARANÁ	-52.6979565592351	-24.0936817680744
FAXINAL	PARANÁ	-51.3201059317839	-24.0039270722271
NOVA ALTAMIRA	PARANÁ	-51.3580381188759	-23.8917242503957
FAZENDA RIO GRANDE	PARANÁ	-49.3232931947119	-25.6414002186938
FÊNIX	PARANÁ	-51.9844644869602	-23.9206947065803
BELA VISTA DO IVAÍ	PARANÁ	-52.0304812480345	-23.8478785511901
PORTEIRA PRETA	PARANÁ	-52.0441594264424	-23.8982927393072
FERNANDES PINHEIRO	PARANÁ	-50.5474142544109	-25.4122422979542
QUEIMADINHA	PARANÁ	-50.5618874731409	-25.4653457316856
FIGUEIRA	PARANÁ	-50.4092010911711	-23.8434107619382
FLORAÍ	PARANÁ	-52.3029843729815	-23.3198456635855
NOVA BILAC	PARANÁ	-52.3966542365676	-23.2950122342147
FLOR DA SERRA DO SUL	PARANÁ	-53.3085976818885	-26.2552988459276
BAIRRO INDUSTRIAL	PARANÁ	-53.3244547001155	-26.251338585441
LOTEAMENTO FURLANETO	PARANÁ	-53.315693939401	-26.2520658336966
TATETOS	PARANÁ	-53.2514165543751	-26.2373906379563
FLORESTA	PARANÁ	-52.0830848515253	-23.6102671394592
SEM DENOMINAÇÃO	PARANÁ	-52.1278904534726	-23.6751063707183
VILA RURAL	PARANÁ	-52.0467234179714	-23.6239506252729
FLORESTÓPOLIS	PARANÁ	-51.3838226518282	-22.8591043044292
FLÓRIDA	PARANÁ	-51.9558280909722	-23.0878019097437
VILA RURAL	PARANÁ	-51.9347047658941	-23.0681385722853
FORMOSA DO OESTE	PARANÁ	-53.3161610107395	-24.2941972137273
BIRIGUI	PARANÁ	-53.3973731047846	-24.2884402596894
AIMORÉS	PARANÁ	-53.2877336345919	-24.2226917734922
BELA VISTA	PARANÁ	-53.3029730366855	-24.4007300894381
FOZ DO IGUAÇU	PARANÁ	-54.5871024886046	-25.5424932795293
FRANCISCO ALVES	PARANÁ	-53.8440159671513	-24.0675754043871
RIO BONITO	PARANÁ	-53.9657515968121	-24.0953803360205
BAIRRO CATARINENSE	PARANÁ	-53.8558777226972	-24.1400727822639
FRANCISCO BELTRÃO	PARANÁ	-53.0561357214894	-26.07845
RIO QUATORZE	PARANÁ	-53.1531310619169	-26.0823932004988
JACUTINGA	PARANÁ	-53.2754041466798	-26.0593809349329
NOVA CONCÓRDIA	PARANÁ	-53.0029130371788	-25.9772106119312
RIO DO MATO	PARANÁ	-53.0298007827873	-25.9939748843207
SÃO PIO X	PARANÁ	-53.2135323068098	-26.03852662129
SECÇÃO JACARÉ	PARANÁ	-52.9546632909421	-26.045856665145
FOZ DO JORDÃO	PARANÁ	-52.1256275318311	-25.7334396202596
VILA NOVO HORIZONTE	PARANÁ	-52.1251648183534	-25.6735223043303
GENERAL CARNEIRO	PARANÁ	-51.3168589232395	-26.4258025265901
SANTO ANTÔNIO DO IRATIM	PARANÁ	-51.4269407034867	-26.4776311702919
PIZZATO	PARANÁ	-51.3551377241037	-26.4010043863692
JANGADA DO SUL	PARANÁ	-51.2551928046093	-26.3757750327552
GODOY MOREIRA	PARANÁ	-51.9243682163217	-24.1928594485963
GOIOERÊ	PARANÁ	-53.0273189133007	-24.1891883938618
JARACATIÁ	PARANÁ	-52.9714154645735	-24.19189299
GOIOXIM	PARANÁ	-52.0055879661652	-25.2015403111031
GRANDES RIOS	PARANÁ	-51.5087423991262	-24.1461940122141
RIBEIRÃO BONITO	PARANÁ	-51.4280671398104	-24.1861623483179
FLÓRIDA DO IVAÍ	PARANÁ	-51.4271914054328	-24.2725107115962
GUAÍRA	PARANÁ	-54.2467577203893	-24.08527548
MARACAJÚ DOS GAÚCHOS	PARANÁ	-54.1997368318321	-24.2009090856435
BELA VISTA DO OESTE	PARANÁ	-54.1550293444399	-24.305725778709
CRUZEIRINHO	PARANÁ	-54.2676253205291	-24.1511993799077
DOUTOR OLIVEIRA CASTRO	PARANÁ	-54.2662699071081	-24.2531913408173
GUAIRAÇÁ	PARANÁ	-52.6910396163512	-22.9382439477033
GUAMIRANGA	PARANÁ	-50.8098759006677	-25.1899094536303
VILA RURAL	PARANÁ	-50.8277969787261	-25.1911682814723
GUAPIRAMA	PARANÁ	-50.0426137439964	-23.5166402424419
GUAPOREMA	PARANÁ	-52.7782437828839	-23.3429843451037
GUARACI	PARANÁ	-51.6503853708561	-22.9744292672903
BENTÓPOLIS	PARANÁ	-51.7149296164995	-22.9282559343652
GUARANIAÇU	PARANÁ	-52.8696324396125	-25.0986499165701
BELA VISTA	PARANÁ	-52.6983737425799	-25.1589292908852
BORMAN	PARANÁ	-52.7663390096515	-25.1942758602534
GUAPORÉ	PARANÁ	-52.938378233593	-24.9150250844447
GUARAPUAVA	PARANÁ	-51.4634310776746	-25.39359198
ENTRE RIOS	PARANÁ	-51.487594632944	-25.5598317514202
COLÔNIA SOCORRO	PARANÁ	-51.5577643594762	-25.5633131982952
COLÔNIA CACHOEIRA	PARANÁ	-51.5154604776338	-25.5815422727889
COLÔNIA JORDÃOZINHO	PARANÁ	-51.5057981351515	-25.5339146226169
COLÔNIA SAMAMBAIA	PARANÁ	-51.5400417598855	-25.5220822511411
GUAIRACÁ	PARANÁ	-51.3356091253789	-25.1575574261772
GUARÁ	PARANÁ	-51.2891724789119	-25.3764967387809
PALMEIRINHA	PARANÁ	-51.5461198811903	-25.241738525128
GUARAQUEÇABA	PARANÁ	-48.3260489326164	-25.3004374743932
BARRA DO SUPERAGUÍ	PARANÁ	-48.2419028039645	-25.4582431978814
PONTA DAS PEÇAS	PARANÁ	-48.3244050703716	-25.4638487211156
ILHA RASA	PARANÁ	-48.4154145366093	-25.355192884941
TAGAÇABA	PARANÁ	-48.4590501052242	-25.2256085448222
ARARAPIRA	PARANÁ	-48.0429010258149	-25.2285497742924
SERRA NEGRA	PARANÁ	-48.424956515756	-25.1812100156482
GUARATUBA	PARANÁ	-48.5757259604424	-25.874241975
PEDRA BRANCA DO ARARAQUARA	PARANÁ	-48.8889953609663	-25.975167500875
HONÓRIO SERPA	PARANÁ	-52.3830290561902	-26.1429662070044
PINHO FLECK	PARANÁ	-52.4000648336262	-26.2349554916978
IBAITI	PARANÁ	-50.1906662735549	-23.849821485
AMORINHA	PARANÁ	-50.2551709826331	-23.9121659737639
CAMPINHO	PARANÁ	-50.2863740374657	-23.7724644771469
EUZÉBIO DE OLIVEIRA	PARANÁ	-50.3623537727854	-23.8117593084236
VASSOURAL	PARANÁ	-50.3384332089986	-23.6056338705556
VILA GUAY	PARANÁ	-50.2284873373157	-23.7031688676078
IBEMA	PARANÁ	-53.0231216933671	-25.1128670711596
IBIPORÃ	PARANÁ	-51.0580336739701	-23.269331475
REINO	PARANÁ	-51.0228363053936	-23.1595561261707
ICARAÍMA	PARANÁ	-53.6255701622959	-23.3967114280053
PORTO CAMARGO	PARANÁ	-53.7493850377054	-23.3668155427466
VILA RICA DO IVAÍ	PARANÁ	-53.5536389478104	-23.2927825328975
IGUARAÇU	PARANÁ	-51.8247742046263	-23.1947806086687
CONDOMÍNIO ALPHAVILLE	PARANÁ	-51.88005473237	-23.2658658780465
VILA RURAL	PARANÁ	-51.841729311296	-23.2456683025288
IGUATU	PARANÁ	-53.0860050753783	-24.7112618444418
IMBAÚ	PARANÁ	-50.7493089935498	-24.4427970837244
IMBITUVA	PARANÁ	-50.5974729665313	-25.2306130382221
APIABA	PARANÁ	-50.786460836365	-25.3416750168728
INÁCIO MARTINS	PARANÁ	-51.0749452987122	-25.5721626869871
INAJÁ	PARANÁ	-52.2023437503346	-22.7491161251096
ÁREA DA USINA HIDROELÉTRICA DE ROSANA	PARANÁ	-52.2228308580711	-22.6841993100534
VILA RURAL	PARANÁ	-52.18791484289	-22.7573650192629
INDIANÓPOLIS	PARANÁ	-52.7010569081576	-23.4797105011699
IPIRANGA	PARANÁ	-50.5812401343906	-25.0130228282322
IPORÃ	PARANÁ	-53.7180991714403	-24.002580498538
NILZA	PARANÁ	-53.9003768613027	-23.9752086383419
NOVA SANTA HELENA	PARANÁ	-53.7222640421033	-24.1186607327487
IRACEMA DO OESTE	PARANÁ	-53.358110555243	-24.4290304152957
IRATI	PARANÁ	-50.6580481227738	-25.4737362989273
GONÇALVES JÚNIOR	PARANÁ	-50.7789184820964	-25.4690945709248
GUAMIRIM	PARANÁ	-50.8476307621082	-25.5684659947562
ITAPARÁ	PARANÁ	-51.040097284422	-25.4739075206398
IRETAMA	PARANÁ	-52.101576622284	-24.4211415593772
ÁGUAS DE JUREMA	PARANÁ	-52.0806317048145	-24.2934961040724
MARILU	PARANÁ	-52.2043071564358	-24.4192719061656
ITAGUAJÉ	PARANÁ	-51.9693404488617	-22.614782675702
CONDOMINIO BEIRA RIO	PARANÁ	-51.956281418664	-22.5757490391231
BALNEARIO RENASCER DO SOL	PARANÁ	-51.9689136237912	-22.5706622553719
ITAIPULÂNDIA	PARANÁ	-54.3050007423361	-25.1384806509619
JUACUTINGA	PARANÁ	-54.3078217395884	-25.1348376702263
CARAMURU	PARANÁ	-54.277983935275	-25.1547751690373
SÃO JOSÉ DO ITAVÓ	PARANÁ	-54.3433268822199	-25.1797509694496
SANTA INÊS	PARANÁ	-54.3361068748181	-25.1269460149848
ITAMBARACÁ	PARANÁ	-50.4090904668323	-23.0147685088751
RAUL MARINHO	PARANÁ	-50.3742394027768	-22.9512194777187
SÃO JOAQUIM DO PONTAL	PARANÁ	-50.4808880168486	-22.9726089380295
ITAMBÉ	PARANÁ	-51.9900043142568	-23.6600985811132
VILA RURAL	PARANÁ	-51.9993476330186	-23.6894614985784
ITAPEJARA D'OESTE	PARANÁ	-52.8139296045112	-25.970878051643
BARRA GRANDE	PARANÁ	-52.9201302683086	-25.9741556541768
COXILHA RICA	PARANÁ	-52.8088164299677	-25.9961188723978
ITAPERUÇU	PARANÁ	-49.3428643436738	-25.214469525
ITAÚNA DO SUL	PARANÁ	-52.8850248105017	-22.7268769277415
IVAÍ	PARANÁ	-50.8614257041266	-25.008262582518
BOM JARDIM DO SUL	PARANÁ	-50.8015889556725	-25.0305145031624
PALMITAL	PARANÁ	-50.7641521517149	-25.0477862007125
IVAIPORÃ	PARANÁ	-51.6745520468117	-24.24194802
ALTO PORÃ	PARANÁ	-51.6922643528587	-24.3527140029247
JACUTINGA	PARANÁ	-51.5626979247564	-24.2475252357317
SANTA BÁRBARA	PARANÁ	-51.575746004608	-24.309302425249
IVATÉ	PARANÁ	-53.3738794057888	-23.4095888739513
HERCULÂNDIA	PARANÁ	-53.404993421661	-23.2636222731522
IVATUBA	PARANÁ	-52.2176692790418	-23.6182744112522
BARRA DOIS OU JARDIM REFÚGIO	PARANÁ	-52.2589123209487	-23.635343799928
COLÔNIA MINEIRA	PARANÁ	-52.1109532053104	-23.5488622793254
VILA RURAL	PARANÁ	-52.2353121677885	-23.6302371421392
JABOTI	PARANÁ	-50.0734525498615	-23.7357406011678
JACAREZINHO	PARANÁ	-49.9785725343256	-23.160116475
MARQUES DOS REIS	PARANÁ	-49.9123789710854	-23.0081068647614
JAGUAPITÃ	PARANÁ	-51.5406168453571	-23.1177827565859
JAGUARIAÍVA	PARANÁ	-49.7121863019608	-24.2530565
BAIRRO JANGAÍ	PARANÁ	-49.6481432819258	-24.3673688912858
EDUARDO XAVIER DA SILVA	PARANÁ	-49.6251061406794	-24.4106555093735
JANDAIA DO SUL	PARANÁ	-51.6433953621984	-23.6011789160911
SEM DENOMINAÇÃO	PARANÁ	-51.694863201896	-23.6571025869668
SÃO JOSÉ	PARANÁ	-51.6927840951059	-23.6574909016357
JANIÓPOLIS	PARANÁ	-52.782551780046	-24.1414499417911
BRAGÁPOLIS	PARANÁ	-52.860461562476	-24.139982439558
BREDÁPOLIS	PARANÁ	-52.845528877053	-24.0423112778175
ARAPUAN	PARANÁ	-52.8515598406042	-24.2579237326408
JAPIRA	PARANÁ	-50.1385951194178	-23.8074805268044
NOVO JARDIM	PARANÁ	-50.1994462096588	-23.6610374793563
JAPURÁ	PARANÁ	-52.5566276715464	-23.4685877725578
JARDIM ALEGRE	PARANÁ	-51.6943350083947	-24.1811374455632
BARRA PRETA	PARANÁ	-51.6252796627589	-24.1629306924636
PATRIMÔNIO DE JARDIM FLORESTAL	PARANÁ	-51.7999442217986	-24.1663997906809
PATRIMÔNIO DE POUSO ALEGRE	PARANÁ	-51.7317520043495	-24.1133577235797
JARDIM OLINDA	PARANÁ	-52.0381409640909	-22.5526316001824
JATAIZINHO	PARANÁ	-50.9740548451338	-23.257265121515
ANTÔNIO BRANDÃO DE OLIVEIRA	PARANÁ	-50.9080926911938	-23.3109840503492
FREI TIMÓTEO	PARANÁ	-50.9439197039485	-23.2062076019447
JESUÍTAS	PARANÁ	-53.3881148800191	-24.3772489097272
CARAJÁ	PARANÁ	-53.4204180317529	-24.4630094708039
VILA SÃO PAULO	PARANÁ	-53.3923976716001	-24.5231642414986
JOAQUIM TÁVORA	PARANÁ	-49.9244568128405	-23.5004885244257
SÃO ROQUE DO PINHAL	PARANÁ	-49.8327904094205	-23.4893946940653
JOÁ	PARANÁ	-49.8686933698035	-23.410795718843
JUNDIAÍ DO SUL	PARANÁ	-50.2493535652284	-23.437909451052
JURANDA	PARANÁ	-52.8444864982627	-24.4163906494412
PRIMAVERA	PARANÁ	-52.9359698757585	-24.3453202305103
RIO VERDE	PARANÁ	-52.8751143837244	-24.4721352470975
JUSSARA	PARANÁ	-52.4730408047112	-23.6163267087866
KALORÉ	PARANÁ	-51.6651419267049	-23.8234388793882
JUSSIARA	PARANÁ	-51.7400790651942	-23.9000640029756
LAPA	PARANÁ	-49.7185958084251	-25.765102485
ÁGUA AZUL	PARANÁ	-50.1456011786383	-25.8158100076055
MARIENTAL	PARANÁ	-49.6514820150751	-25.7208049745972
